batter,venue,dismissals,strike_rate
A Badoni,"Arun Jaitley Stadium, Delhi",1,66.67
A Badoni,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,144
A Badoni,"Eden Gardens, Kolkata",2,112.5
A Badoni,"M Chinnaswamy Stadium, Bengaluru",2,111.11
A Badoni,"MA Chidambaram Stadium, Chepauk, Chennai",2,96
A Badoni,"Narendra Modi Stadium, Ahmedabad",1,190.91
A Badoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,182.61
A Badoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,183.33
A Badoni,"Sawai Mansingh Stadium, Jaipur",2,22.22
A Badoni,"Wankhede Stadium, Mumbai",0,220
A Kamboj,"Eden Gardens, Kolkata",0,100
A Manohar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,60
A Manohar,"Narendra Modi Stadium, Ahmedabad",5,131.46
A Manohar,"Sawai Mansingh Stadium, Jaipur",1,50
A Manohar,"Wankhede Stadium, Mumbai",1,66.67
A Mishra,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,63.33
A Nortje,"Arun Jaitley Stadium, Delhi",2,112.5
A Nortje,"Barsapara Cricket Stadium, Guwahati",1,0
A Nortje,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,66.67
A Nortje,"M Chinnaswamy Stadium, Bengaluru",0,164.29
A Nortje,"Narendra Modi Stadium, Ahmedabad",0,50
A Nortje,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,100
A Raghuvanshi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,123.08
A Raghuvanshi,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,200
A Raghuvanshi,"Eden Gardens, Kolkata",3,142.86
A Raghuvanshi,"MA Chidambaram Stadium, Chepauk, Chennai",1,133.33
A Raghuvanshi,"Wankhede Stadium, Mumbai",1,216.67
A Zampa,"MA Chidambaram Stadium, Chepauk, Chennai",1,100
A Zampa,"Sawai Mansingh Stadium, Jaipur",2,60
AA Kulkarni,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,112.5
AD Russell,"Arun Jaitley Stadium, Delhi",1,122.58
AD Russell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,150
AD Russell,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,215.79
AD Russell,"Eden Gardens, Kolkata",10,165.36
AD Russell,"M Chinnaswamy Stadium, Bengaluru",1,50
AD Russell,"MA Chidambaram Stadium, Chepauk, Chennai",1,72.73
AD Russell,"Narendra Modi Stadium, Ahmedabad",1,50
AD Russell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,188.89
AD Russell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,160
AD Russell,"Wankhede Stadium, Mumbai",0,215.38
AJ Hosein,"Arun Jaitley Stadium, Delhi",0,160
AJ Turner,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,116.67
AK Markram,"Arun Jaitley Stadium, Delhi",2,56.25
AK Markram,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,0
AK Markram,"Eden Gardens, Kolkata",2,174.36
AK Markram,"M Chinnaswamy Stadium, Bengaluru",0,200
AK Markram,"MA Chidambaram Stadium, Chepauk, Chennai",4,104.84
AK Markram,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,0
AK Markram,"Narendra Modi Stadium, Ahmedabad",2,93.1
AK Markram,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,127.18
AK Markram,"Sawai Mansingh Stadium, Jaipur",1,120
AK Markram,"Wankhede Stadium, Mumbai",0,185.71
AM Rahane,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,150
AM Rahane,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,150
AM Rahane,"Eden Gardens, Kolkata",0,244.83
AM Rahane,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,128.57
AM Rahane,"M Chinnaswamy Stadium, Bengaluru",2,166.67
AM Rahane,"MA Chidambaram Stadium, Chepauk, Chennai",11,122.93
AM Rahane,"Narendra Modi Stadium, Ahmedabad",3,155.56
AM Rahane,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,116.67
AM Rahane,"Sawai Mansingh Stadium, Jaipur",1,115.38
AM Rahane,"Wankhede Stadium, Mumbai",2,188.57
AR Patel,"Arun Jaitley Stadium, Delhi",7,155.56
AR Patel,"Barsapara Cricket Stadium, Guwahati",1,33.33
AR Patel,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,145.45
AR Patel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,77.78
AR Patel,"Eden Gardens, Kolkata",1,71.43
AR Patel,"M Chinnaswamy Stadium, Bengaluru",3,147.17
AR Patel,"MA Chidambaram Stadium, Chepauk, Chennai",1,175
AR Patel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,161.54
AR Patel,"Narendra Modi Stadium, Ahmedabad",1,90
AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,100
AR Patel,"Sawai Mansingh Stadium, Jaipur",0,115.38
AR Patel,"Wankhede Stadium, Mumbai",1,114.29
AS Joseph,"Wankhede Stadium, Mumbai",0,58.33
AS Roy,"Arun Jaitley Stadium, Delhi",1,0
AS Roy,"Eden Gardens, Kolkata",0,100
AS Roy,"MA Chidambaram Stadium, Chepauk, Chennai",0,100
AS Roy,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,80
AS Roy,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,185.71
AT Rayudu,"M Chinnaswamy Stadium, Bengaluru",1,233.33
AT Rayudu,"MA Chidambaram Stadium, Chepauk, Chennai",6,134.78
AT Rayudu,"Narendra Modi Stadium, Ahmedabad",2,155
AT Rayudu,"Sawai Mansingh Stadium, Jaipur",1,0
AT Rayudu,"Wankhede Stadium, Mumbai",0,125
AU Rashid,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,133.33
AU Rashid,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,141.67
Abdul Basith,"M Chinnaswamy Stadium, Bengaluru",0,100
Abdul Samad,"Arun Jaitley Stadium, Delhi",2,141.38
Abdul Samad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,210
Abdul Samad,"Eden Gardens, Kolkata",1,136.36
Abdul Samad,"M Chinnaswamy Stadium, Bengaluru",0,370
Abdul Samad,"MA Chidambaram Stadium, Chepauk, Chennai",3,100
Abdul Samad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,208.33
Abdul Samad,"Narendra Modi Stadium, Ahmedabad",3,168.97
Abdul Samad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,116.16
Abdul Samad,"Sawai Mansingh Stadium, Jaipur",0,283.33
Abdul Samad,"Wankhede Stadium, Mumbai",1,75
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",2,235.42
Abhishek Sharma,"Eden Gardens, Kolkata",2,177.78
Abhishek Sharma,"M Chinnaswamy Stadium, Bengaluru",1,154.55
Abhishek Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",4,140
Abhishek Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,145.45
Abhishek Sharma,"Narendra Modi Stadium, Ahmedabad",3,127.59
Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",11,206.67
Abhishek Sharma,"Sawai Mansingh Stadium, Jaipur",1,161.76
Abhishek Sharma,"Wankhede Stadium, Mumbai",1,68.75
Abishek Porel,"Arun Jaitley Stadium, Delhi",6,168.18
Abishek Porel,"Barsapara Cricket Stadium, Guwahati",1,77.78
Abishek Porel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,80
Abishek Porel,"Eden Gardens, Kolkata",1,120
Abishek Porel,"M Chinnaswamy Stadium, Bengaluru",2,63.64
Abishek Porel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,320
Abishek Porel,"Narendra Modi Stadium, Ahmedabad",1,214.29
Abishek Porel,"Sawai Mansingh Stadium, Jaipur",1,90
Abishek Porel,"Wankhede Stadium, Mumbai",1,132.26
Akash Deep,"Eden Gardens, Kolkata",1,212.5
Akash Deep,"Wankhede Stadium, Mumbai",0,100
Akash Madhwal,"Wankhede Stadium, Mumbai",0,80
Aman Hakim Khan,"Arun Jaitley Stadium, Delhi",4,83.78
Aman Hakim Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,80
Aman Hakim Khan,"M Chinnaswamy Stadium, Bengaluru",1,180
Aman Hakim Khan,"MA Chidambaram Stadium, Chepauk, Chennai",0,66.67
Aman Hakim Khan,"Narendra Modi Stadium, Ahmedabad",1,115.91
Aman Hakim Khan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,200
Anmolpreet Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,119.23
Anmolpreet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
Anmolpreet Singh,"Narendra Modi Stadium, Ahmedabad",1,125
Anmolpreet Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,128.12
Anmolpreet Singh,"Sawai Mansingh Stadium, Jaipur",1,132
Anuj Rawat,"Arun Jaitley Stadium, Delhi",0,266.67
Anuj Rawat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,81.82
Anuj Rawat,"Eden Gardens, Kolkata",1,20
Anuj Rawat,"M Chinnaswamy Stadium, Bengaluru",3,98.88
Anuj Rawat,"MA Chidambaram Stadium, Chepauk, Chennai",0,192
Anuj Rawat,"Sawai Mansingh Stadium, Jaipur",0,263.64
Anuj Rawat,"Wankhede Stadium, Mumbai",1,150
Arjun Tendulkar,"Narendra Modi Stadium, Ahmedabad",1,144.44
Arshad Khan,"Arun Jaitley Stadium, Delhi",1,175.76
Arshad Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,125
Arshad Khan,"M Chinnaswamy Stadium, Bengaluru",0,166.67
Arshad Khan,"MA Chidambaram Stadium, Chepauk, Chennai",1,50
Arshad Khan,"Wankhede Stadium, Mumbai",2,40
Arshad Khan (2),"Eden Gardens, Kolkata",1,125
Arshdeep Singh,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,133.33
Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,100
Ashutosh Sharma,"Barsapara Cricket Stadium, Guwahati",0,154.55
Ashutosh Sharma,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,73.33
Ashutosh Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4,190.62
Ashutosh Sharma,"Narendra Modi Stadium, Ahmedabad",1,182.35
Ashutosh Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,66.67
Atharva Taide,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,0
Atharva Taide,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,137.04
Atharva Taide,"MA Chidambaram Stadium, Chepauk, Chennai",1,76.47
Atharva Taide,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,125
Atharva Taide,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,184.21
Atharva Taide,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,170.37
Atharva Taide,"Wankhede Stadium, Mumbai",1,170.59
Avesh Khan,"Arun Jaitley Stadium, Delhi",0,233.33
Avesh Khan,"Barsapara Cricket Stadium, Guwahati",0,150
Avesh Khan,"M Chinnaswamy Stadium, Bengaluru",0,0
Azmatullah Omarzai,"Arun Jaitley Stadium, Delhi",1,50
Azmatullah Omarzai,"MA Chidambaram Stadium, Chepauk, Chennai",1,110
Azmatullah Omarzai,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,130
Azmatullah Omarzai,"Narendra Modi Stadium, Ahmedabad",1,154.55
B Kumar,"MA Chidambaram Stadium, Chepauk, Chennai",0,100
B Kumar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,75
B Kumar,"Narendra Modi Stadium, Ahmedabad",2,90
B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,82.35
B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",1,145.98
B Sai Sudharsan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,128.57
B Sai Sudharsan,"M Chinnaswamy Stadium, Bengaluru",1,42.86
B Sai Sudharsan,"MA Chidambaram Stadium, Chepauk, Chennai",1,119.35
B Sai Sudharsan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,91.18
B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",10,154.15
B Sai Sudharsan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,95
B Sai Sudharsan,"Sawai Mansingh Stadium, Jaipur",1,120.69
BA Stokes,"MA Chidambaram Stadium, Chepauk, Chennai",1,100
BA Stokes,"Narendra Modi Stadium, Ahmedabad",1,116.67
BR Sharath,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,40
C Green,"Arun Jaitley Stadium, Delhi",0,212.5
C Green,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,66.67
C Green,"Eden Gardens, Kolkata",1,150
C Green,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,170.37
C Green,"M Chinnaswamy Stadium, Bengaluru",7,147.56
C Green,"MA Chidambaram Stadium, Chepauk, Chennai",3,132.65
C Green,"Narendra Modi Stadium, Ahmedabad",3,134.85
C Green,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,127.78
C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,168.33
C Green,"Sawai Mansingh Stadium, Jaipur",0,83.33
C Green,"Wankhede Stadium, Mumbai",3,169.47
C Sakariya,"Arun Jaitley Stadium, Delhi",0,0
C Sakariya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,100
CJ Jordan,"MA Chidambaram Stadium, Chepauk, Chennai",1,57.14
CJ Jordan,"Narendra Modi Stadium, Ahmedabad",1,40
CV Varun,"Arun Jaitley Stadium, Delhi",0,16.67
CV Varun,"Eden Gardens, Kolkata",0,0
D Brevis,"Narendra Modi Stadium, Ahmedabad",1,121.05
D Brevis,"Wankhede Stadium, Mumbai",2,109.52
D Ferreira,"Arun Jaitley Stadium, Delhi",1,33.33
D Ferreira,"Barsapara Cricket Stadium, Guwahati",1,87.5
D Padikkal,"Barsapara Cricket Stadium, Guwahati",1,80.77
D Padikkal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,100
D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,170
D Padikkal,"M Chinnaswamy Stadium, Bengaluru",2,128.89
D Padikkal,"MA Chidambaram Stadium, Chepauk, Chennai",2,113.64
D Padikkal,"Narendra Modi Stadium, Ahmedabad",1,104
D Padikkal,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,40
D Padikkal,"Sawai Mansingh Stadium, Jaipur",4,130.19
D Padikkal,"Wankhede Stadium, Mumbai",2,40
D Wiese,"Eden Gardens, Kolkata",1,112.5
D Wiese,"M Chinnaswamy Stadium, Bengaluru",0,400
DA Miller,"Arun Jaitley Stadium, Delhi",1,220.51
DA Miller,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,50
DA Miller,"Eden Gardens, Kolkata",0,177.78
DA Miller,"M Chinnaswamy Stadium, Bengaluru",2,133.33
DA Miller,"MA Chidambaram Stadium, Chepauk, Chennai",2,113.64
DA Miller,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,66.67
DA Miller,"Narendra Modi Stadium, Ahmedabad",7,148.99
DA Miller,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,94.44
DA Miller,"Wankhede Stadium, Mumbai",1,157.69
DA Warner,"Arun Jaitley Stadium, Delhi",8,137.5
DA Warner,"Barsapara Cricket Stadium, Guwahati",1,120.37
DA Warner,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,112.28
DA Warner,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,145.83
DA Warner,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,148.39
DA Warner,"M Chinnaswamy Stadium, Bengaluru",2,133.33
DA Warner,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
DA Warner,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,138.1
DA Warner,"Narendra Modi Stadium, Ahmedabad",0,100
DA Warner,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,105
DA Warner,"Sawai Mansingh Stadium, Jaipur",1,144.12
DA Warner,"Wankhede Stadium, Mumbai",1,125
DG Nalkande,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,109.09
DG Nalkande,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
DJ Hooda,"Arun Jaitley Stadium, Delhi",1,0
DJ Hooda,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",11,111.43
DJ Hooda,"Eden Gardens, Kolkata",1,80
DJ Hooda,"M Chinnaswamy Stadium, Bengaluru",1,90
DJ Hooda,"MA Chidambaram Stadium, Chepauk, Chennai",1,136
DJ Hooda,"Narendra Modi Stadium, Ahmedabad",1,100
DJ Hooda,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,183.33
DJ Hooda,"Sawai Mansingh Stadium, Jaipur",2,164.71
DJ Hooda,"Wankhede Stadium, Mumbai",1,122.22
DJ Mitchell,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,130.77
DJ Mitchell,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,157.89
DJ Mitchell,"M Chinnaswamy Stadium, Bengaluru",1,66.67
DJ Mitchell,"MA Chidambaram Stadium, Chepauk, Chennai",5,138.94
DJ Mitchell,"Narendra Modi Stadium, Ahmedabad",1,185.29
DJ Mitchell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,118.18
DJ Mitchell,"Wankhede Stadium, Mumbai",1,121.43
DJ Willey,"Eden Gardens, Kolkata",0,100
DJ Willey,"M Chinnaswamy Stadium, Bengaluru",0,125
DL Chahar,"MA Chidambaram Stadium, Chepauk, Chennai",0,50
DP Conway,"Arun Jaitley Stadium, Delhi",1,170.59
DP Conway,"Eden Gardens, Kolkata",1,140
DP Conway,"M Chinnaswamy Stadium, Bengaluru",1,184.44
DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",7,133.22
DP Conway,"Narendra Modi Stadium, Ahmedabad",2,154.84
DP Conway,"Sawai Mansingh Stadium, Jaipur",1,50
DP Conway,"Wankhede Stadium, Mumbai",1,0
Dhruv Jurel,"Barsapara Cricket Stadium, Guwahati",1,210.53
Dhruv Jurel,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,152.94
Dhruv Jurel,"Eden Gardens, Kolkata",1,50
Dhruv Jurel,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,250
Dhruv Jurel,"M Chinnaswamy Stadium, Bengaluru",0,212.5
Dhruv Jurel,"MA Chidambaram Stadium, Chepauk, Chennai",2,149.15
Dhruv Jurel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,54.55
Dhruv Jurel,"Narendra Modi Stadium, Ahmedabad",1,144.44
Dhruv Jurel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,33.33
Dhruv Jurel,"Sawai Mansingh Stadium, Jaipur",5,148.28
Dhruv Jurel,"Wankhede Stadium, Mumbai",1,66.67
F du Plessis,"Arun Jaitley Stadium, Delhi",1,140.62
F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,110
F du Plessis,"Eden Gardens, Kolkata",2,157.89
F du Plessis,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,128.57
F du Plessis,"M Chinnaswamy Stadium, Bengaluru",13,171.47
F du Plessis,"MA Chidambaram Stadium, Chepauk, Chennai",1,152.17
F du Plessis,"Narendra Modi Stadium, Ahmedabad",2,157.69
F du Plessis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,152.73
F du Plessis,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,165.52
F du Plessis,"Sawai Mansingh Stadium, Jaipur",2,128.57
F du Plessis,"Wankhede Stadium, Mumbai",2,155
Fazalhaq Farooqi,"Narendra Modi Stadium, Ahmedabad",0,20
G Coetzee,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,50
G Coetzee,"Narendra Modi Stadium, Ahmedabad",1,33.33
G Coetzee,"Sawai Mansingh Stadium, Jaipur",1,0
G Coetzee,"Wankhede Stadium, Mumbai",2,75
GD Phillips,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,118.18
GD Phillips,"Sawai Mansingh Stadium, Jaipur",1,357.14
GD Phillips,"Wankhede Stadium, Mumbai",1,25
GJ Maxwell,"Arun Jaitley Stadium, Delhi",1,0
GJ Maxwell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,80
GJ Maxwell,"Eden Gardens, Kolkata",1,71.43
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",11,186.39
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",1,0
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,0
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,166.67
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",2,152.78
GJ Maxwell,"Wankhede Stadium, Mumbai",2,183.78
Gulbadin Naib,"Arun Jaitley Stadium, Delhi",1,126.67
H Klaasen,"Arun Jaitley Stadium, Delhi",1,194.12
H Klaasen,"Eden Gardens, Kolkata",1,225.71
H Klaasen,"M Chinnaswamy Stadium, Bengaluru",1,216.13
H Klaasen,"MA Chidambaram Stadium, Chepauk, Chennai",4,117.05
H Klaasen,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,100
H Klaasen,"Narendra Modi Stadium, Ahmedabad",3,154.55
H Klaasen,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,191.59
H Klaasen,"Sawai Mansingh Stadium, Jaipur",1,216.67
H Klaasen,"Wankhede Stadium, Mumbai",2,118.75
HC Brook,"Arun Jaitley Stadium, Delhi",1,0
HC Brook,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,75
HC Brook,"Eden Gardens, Kolkata",0,177.78
HC Brook,"MA Chidambaram Stadium, Chepauk, Chennai",1,138.46
HC Brook,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5,87.34
HC Brook,"Wankhede Stadium, Mumbai",1,0
HH Pandya,"Arun Jaitley Stadium, Delhi",2,185.19
HH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,129.41
HH Pandya,"Eden Gardens, Kolkata",2,116.67
HH Pandya,"MA Chidambaram Stadium, Chepauk, Chennai",1,114.29
HH Pandya,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,166.67
HH Pandya,"Narendra Modi Stadium, Ahmedabad",6,134.93
HH Pandya,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,72.73
HH Pandya,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,120
HH Pandya,"Sawai Mansingh Stadium, Jaipur",1,196
HH Pandya,"Wankhede Stadium, Mumbai",6,137.65
HR Shokeen,"M Chinnaswamy Stadium, Bengaluru",1,166.67
HR Shokeen,"MA Chidambaram Stadium, Chepauk, Chennai",0,0
HR Shokeen,"Wankhede Stadium, Mumbai",0,138.46
HV Patel,"Eden Gardens, Kolkata",1,0
HV Patel,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,85.71
HV Patel,"M Chinnaswamy Stadium, Bengaluru",1,150
HV Patel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,20
Harpreet Brar,"Arun Jaitley Stadium, Delhi",1,40
Harpreet Brar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,150
Harpreet Brar,"Eden Gardens, Kolkata",0,188.89
Harpreet Brar,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,121.43
Harpreet Brar,"M Chinnaswamy Stadium, Bengaluru",0,100
Harpreet Brar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,148.65
Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",0,50
Harpreet Brar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,116.67
Harpreet Brar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,50
Harpreet Brar,"Wankhede Stadium, Mumbai",1,250
Harpreet Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,100
Harpreet Singh,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,79.41
Harpreet Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,144.44
Harpreet Singh,"Wankhede Stadium, Mumbai",1,137.04
Harshit Rana,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,0
I Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,33.33
I Sharma,"M Chinnaswamy Stadium, Bengaluru",0,0
I Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,100
Ishan Kishan,"Arun Jaitley Stadium, Delhi",2,127.5
Ishan Kishan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,121.62
Ishan Kishan,"Eden Gardens, Kolkata",1,181.82
Ishan Kishan,"M Chinnaswamy Stadium, Bengaluru",1,76.92
Ishan Kishan,"MA Chidambaram Stadium, Chepauk, Chennai",2,104.76
Ishan Kishan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,100
Ishan Kishan,"Narendra Modi Stadium, Ahmedabad",2,52
Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,182.93
Ishan Kishan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,163.64
Ishan Kishan,"Sawai Mansingh Stadium, Jaipur",1,0
Ishan Kishan,"Wankhede Stadium, Mumbai",14,162.66
J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",5,270
J Fraser-McGurk,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,157.14
J Fraser-McGurk,"Eden Gardens, Kolkata",1,200
