batter,bowler,total_runs,dismissals,strike_rate
N Pooran,N Burger,2,0,100
N Pooran,N Thushara,9,1,128.57
N Pooran,Naman Dhir,11,0,366.67
N Pooran,Noor Ahmad,2,0,100
N Pooran,PJ Cummins,21,0,262.5
N Pooran,PP Chawla,0,0,0
N Pooran,R Ashwin,11,0,110
N Pooran,R Shepherd,1,0,50
N Pooran,RD Chahar,20,0,333.33
N Pooran,RJW Topley,20,0,285.71
N Pooran,Rashid Khan,13,0,185.71
N Pooran,SH Johnson,8,0,88.89
N Pooran,SN Thakur,21,0,300
N Pooran,SP Narine,6,0,75
N Pooran,Sandeep Sharma,16,1,145.45
N Pooran,T Natarajan,10,0,166.67
N Pooran,T Stubbs,1,0,100
N Pooran,TA Boult,19,0,380
N Pooran,TU Deshpande,6,0,200
N Pooran,V Viyaskanth,13,0,185.71
N Pooran,VG Arora,15,0,375
N Pooran,YS Chahal,21,0,150
N Pooran,Yash Dayal,6,0,100
N Rana,A Kamboj,7,0,116.67
N Rana,HH Pandya,11,0,183.33
N Rana,JJ Bumrah,9,1,180
N Rana,M Jansen,1,0,100
N Rana,M Markande,1,1,50
N Rana,N Thushara,2,0,66.67
N Rana,PJ Cummins,6,0,150
N Rana,PP Chawla,4,0,133.33
N Rana,T Natarajan,1,0,25
N Wadhera,AD Russell,7,0,100
N Wadhera,Avesh Khan,14,0,280
N Wadhera,CV Varun,0,0,0
N Wadhera,DJ Hooda,4,0,66.67
N Wadhera,Harshit Rana,1,1,100
N Wadhera,MP Yadav,21,0,175
N Wadhera,Mohsin Khan,1,1,33.33
N Wadhera,Naveen-ul-Haq,7,0,58.33
N Wadhera,R Ashwin,12,0,150
N Wadhera,Rasikh Salam,4,1,200
N Wadhera,Ravi Bishnoi,14,1,127.27
N Wadhera,SP Narine,1,1,25
N Wadhera,Sandeep Sharma,5,0,166.67
N Wadhera,TA Boult,0,1,0
N Wadhera,YS Chahal,18,0,257.14
Naman Dhir,AD Russell,17,0,340
Naman Dhir,Azmatullah Omarzai,19,1,237.5
Naman Dhir,B Kumar,0,1,0
Naman Dhir,CV Varun,0,1,0
Naman Dhir,Harshit Rana,0,1,0
Naman Dhir,JD Unadkat,4,1,200
Naman Dhir,KH Pandya,12,0,240
Naman Dhir,M Jansen,0,0,0
Naman Dhir,M Markande,2,0,100
Naman Dhir,MA Starc,3,0,60
Naman Dhir,MJ Henry,8,0,160
Naman Dhir,Mohsin Khan,15,0,300
Naman Dhir,Naveen-ul-Haq,22,0,275
Naman Dhir,PJ Cummins,10,0,250
Naman Dhir,Ravi Bishnoi,5,0,125
Naman Dhir,Shahbaz Ahmed,7,0,175
Naman Dhir,TA Boult,0,1,0
Naman Dhir,UT Yadav,1,0,50
Naman Dhir,Umran Malik,7,0,350
Naman Dhir,VG Arora,8,0,160
Naveen-ul-Haq,Mukesh Kumar,2,0,200
Naveen-ul-Haq,Rasikh Salam,0,0,0
Nithish Kumar Reddy,A Kamboj,8,0,114.29
Nithish Kumar Reddy,A Nortje,3,0,50
Nithish Kumar Reddy,AR Patel,10,0,125
Nithish Kumar Reddy,Arshdeep Singh,0,1,0
Nithish Kumar Reddy,Avesh Khan,22,1,157.14
Nithish Kumar Reddy,DL Chahar,7,0,175
Nithish Kumar Reddy,HH Pandya,10,1,166.67
Nithish Kumar Reddy,HV Patel,9,1,75
Nithish Kumar Reddy,Harpreet Brar,45,0,225
Nithish Kumar Reddy,Harshit Rana,5,1,125
Nithish Kumar Reddy,K Rabada,8,0,200
Nithish Kumar Reddy,KK Ahmed,6,0,150
Nithish Kumar Reddy,KV Sharma,0,1,0
Nithish Kumar Reddy,Kuldeep Yadav,10,1,200
Nithish Kumar Reddy,MA Starc,7,1,70
Nithish Kumar Reddy,MM Ali,1,0,100
Nithish Kumar Reddy,Mohammed Siraj,3,0,75
Nithish Kumar Reddy,Mukesh Kumar,8,0,200
Nithish Kumar Reddy,Mustafizur Rahman,3,0,150
Nithish Kumar Reddy,PP Chawla,2,0,100
Nithish Kumar Reddy,R Ashwin,21,0,262.5
Nithish Kumar Reddy,R Dhawan,2,0,100
Nithish Kumar Reddy,RA Jadeja,11,1,110
Nithish Kumar Reddy,RD Chahar,23,0,191.67
Nithish Kumar Reddy,SM Curran,12,0,171.43
Nithish Kumar Reddy,SN Thakur,4,0,133.33
Nithish Kumar Reddy,Sandeep Sharma,11,0,84.62
Nithish Kumar Reddy,Shashank Singh,2,0,100
Nithish Kumar Reddy,Swapnil Singh,10,0,200
Nithish Kumar Reddy,TA Boult,3,0,100
Nithish Kumar Reddy,TU Deshpande,3,0,100
Nithish Kumar Reddy,VG Arora,10,0,166.67
Nithish Kumar Reddy,YS Chahal,24,0,171.43
Nithish Kumar Reddy,Yash Dayal,0,0,0
Noor Ahmad,AR Patel,1,0,25
Noor Ahmad,Kuldeep Yadav,0,0,0
Noor Ahmad,Mukesh Kumar,0,1,0
Noor Ahmad,Yash Thakur,4,1,200
P Simran Singh,AR Patel,7,0,116.67
P Simran Singh,AS Roy,7,0,233.33
P Simran Singh,Avesh Khan,7,0,100
P Simran Singh,Azmatullah Omarzai,9,0,81.82
P Simran Singh,B Kumar,24,1,160
P Simran Singh,C Green,7,0,233.33
P Simran Singh,DL Chahar,4,0,200
P Simran Singh,G Coetzee,0,1,0
P Simran Singh,GJ Maxwell,6,1,200
P Simran Singh,Harshit Rana,13,0,325
P Simran Singh,I Sharma,8,1,160
P Simran Singh,KK Ahmed,8,0,400
P Simran Singh,Kuldeep Yadav,2,1,66.67
P Simran Singh,MJ Santner,3,0,30
P Simran Singh,MM Sharma,7,1,233.33
P Simran Singh,MP Yadav,7,1,233.33
P Simran Singh,MR Marsh,1,0,100
P Simran Singh,Mayank Dagar,2,0,100
P Simran Singh,Mohammed Siraj,4,0,133.33
P Simran Singh,Mustafizur Rahman,2,0,50
P Simran Singh,Nithish Kumar Reddy,7,0,350
P Simran Singh,Noor Ahmad,5,1,125
P Simran Singh,PJ Cummins,16,0,160
P Simran Singh,PVD Chameera,23,0,255.56
P Simran Singh,RA Jadeja,9,1,150
P Simran Singh,RJ Gleeson,7,1,233.33
P Simran Singh,Rashid Khan,13,0,118.18
P Simran Singh,Ravi Bishnoi,12,0,300
P Simran Singh,S Sandeep Warrier,14,0,233.33
P Simran Singh,SN Thakur,7,0,233.33
P Simran Singh,SP Narine,11,0,275
P Simran Singh,Shahbaz Ahmed,1,0,100
P Simran Singh,Swapnil Singh,6,1,150
P Simran Singh,T Natarajan,5,0,62.5
P Simran Singh,TA Boult,8,1,88.89
P Simran Singh,TU Deshpande,11,0,220
P Simran Singh,UT Yadav,16,0,177.78
P Simran Singh,V Viyaskanth,22,1,146.67
P Simran Singh,YS Chahal,1,1,50
P Simran Singh,Yash Dayal,6,0,100
PD Salt,A Nortje,2,1,66.67
PD Salt,AR Patel,1,1,33.33
PD Salt,Arshad Khan (2),13,0,216.67
PD Salt,Arshdeep Singh,6,0,75
PD Salt,Avesh Khan,1,1,33.33
PD Salt,B Kumar,2,0,33.33
PD Salt,HV Patel,24,0,342.86
PD Salt,Harpreet Brar,2,0,100
PD Salt,I Sharma,8,0,266.67
PD Salt,K Rabada,15,0,375
PD Salt,KH Pandya,13,0,325
PD Salt,KK Ahmed,35,0,159.09
PD Salt,Kuldeep Yadav,7,0,350
PD Salt,LB Williams,27,0,300
PD Salt,LH Ferguson,28,0,466.67
PD Salt,M Jansen,30,1,230.77
PD Salt,M Markande,10,1,111.11
PD Salt,MP Stoinis,9,0,225
PD Salt,Mayank Dagar,1,0,100
PD Salt,Mohammed Siraj,29,1,241.67
PD Salt,Mohsin Khan,26,0,236.36
PD Salt,N Thushara,11,2,137.5
PD Salt,Naveen-ul-Haq,15,1,250
PD Salt,PJ Cummins,4,0,80
PD Salt,RD Chahar,9,0,150
PD Salt,Rasikh Salam,6,0,200
PD Salt,Ravi Bishnoi,7,0,77.78
PD Salt,S Joseph,14,0,140
PD Salt,SM Curran,19,1,211.11
PD Salt,Shahbaz Ahmed,5,0,166.67
PD Salt,T Natarajan,3,0,75
PD Salt,TA Boult,9,0,90
PD Salt,TU Deshpande,0,1,0
PD Salt,Vijaykumar Vyshak,1,1,33.33
PD Salt,Yash Dayal,19,0,158.33
PD Salt,Yash Thakur,23,0,287.5
PJ Cummins,AD Russell,5,2,71.43
PJ Cummins,Arshdeep Singh,1,0,100
PJ Cummins,Avesh Khan,0,1,0
PJ Cummins,C Green,0,1,0
PJ Cummins,CV Varun,14,0,127.27
PJ Cummins,HH Pandya,1,0,100
PJ Cummins,Harshit Rana,16,0,133.33
PJ Cummins,JJ Bumrah,6,0,150
PJ Cummins,K Rabada,2,1,66.67
PJ Cummins,KV Sharma,16,0,228.57
PJ Cummins,MA Starc,11,0,220
PJ Cummins,MM Sharma,2,1,100
PJ Cummins,Mukesh Kumar,1,0,100
PJ Cummins,N Thushara,17,0,242.86
PJ Cummins,PP Chawla,8,0,200
PJ Cummins,SN Thakur,5,0,125
PJ Cummins,SP Narine,8,0,88.89
PJ Cummins,Sandeep Sharma,5,0,125
PJ Cummins,Swapnil Singh,13,0,433.33
PJ Cummins,TU Deshpande,0,1,0
PJ Cummins,Yash Dayal,2,0,50
PP Chawla,Avesh Khan,0,1,0
PP Chawla,Harshit Rana,1,0,50
PP Chawla,MA Starc,0,1,0
PP Chawla,Mukesh Kumar,4,1,200
PP Chawla,R Ashwin,2,0,66.67
PP Chawla,Rasikh Salam,6,0,300
PP Chawla,Sandeep Sharma,1,0,100
PP Chawla,UT Yadav,0,1,0
PP Chawla,YS Chahal,1,0,50
PP Shaw,Akash Madhwal,10,0,200
PP Shaw,Arshad Khan,12,0,133.33
PP Shaw,Azmatullah Omarzai,10,0,200
PP Shaw,DL Chahar,5,0,100
PP Shaw,G Coetzee,17,0,170
PP Shaw,JJ Bumrah,5,1,62.5
PP Shaw,KH Pandya,11,0,220
PP Shaw,M Pathirana,1,0,33.33
PP Shaw,MA Starc,23,0,230
PP Shaw,Mohammad Nabi,12,0,171.43
PP Shaw,Mustafizur Rahman,14,0,233.33
PP Shaw,Naveen-ul-Haq,9,0,180
PP Shaw,PP Chawla,15,0,375
PP Shaw,R Shepherd,7,0,116.67
PP Shaw,RA Jadeja,16,1,228.57
PP Shaw,Ravi Bishnoi,0,1,0
PP Shaw,S Sandeep Warrier,8,2,100
PP Shaw,TU Deshpande,7,0,116.67
PP Shaw,VG Arora,0,2,0
PP Shaw,Washington Sundar,16,1,320
Q de Kock,Arshdeep Singh,4,1,80
Q de Kock,B Kumar,1,1,25
Q de Kock,C Green,12,0,200
Q de Kock,DL Chahar,3,1,37.5
Q de Kock,GJ Maxwell,4,0,50
Q de Kock,HV Patel,13,0,185.71
Q de Kock,Harpreet Brar,1,0,100
Q de Kock,I Sharma,16,1,160
Q de Kock,K Rabada,16,0,160
Q de Kock,KK Ahmed,15,1,136.36
Q de Kock,M Pathirana,4,0,80
Q de Kock,MA Starc,10,0,166.67
Q de Kock,MM Ali,2,0,66.67
Q de Kock,Mayank Dagar,14,0,200
Q de Kock,Mohammed Siraj,28,0,233.33
Q de Kock,Mustafizur Rahman,8,1,114.29
Q de Kock,PJ Cummins,1,0,100
Q de Kock,RA Jadeja,18,0,163.64
Q de Kock,RD Chahar,7,0,116.67
Q de Kock,RJW Topley,16,1,133.33
Q de Kock,SM Curran,13,0,144.44
Q de Kock,TA Boult,12,2,150
Q de Kock,TU Deshpande,19,0,158.33
Q de Kock,UT Yadav,6,1,150
Q de Kock,VG Arora,0,1,0
Q de Kock,Yash Dayal,7,0,63.64
R Ashwin,A Nortje,13,0,325
R Ashwin,AR Patel,5,1,62.5
R Ashwin,Akash Madhwal,5,1,71.43
R Ashwin,Arshdeep Singh,1,1,33.33
R Ashwin,B Kumar,1,0,100
R Ashwin,CV Varun,5,1,125
R Ashwin,G Coetzee,7,0,233.33
R Ashwin,HV Patel,2,0,100
R Ashwin,Harpreet Brar,7,0,175
R Ashwin,Harshit Rana,2,0,66.67
R Ashwin,Kuldeep Yadav,13,1,130
R Ashwin,MA Starc,1,0,50
R Ashwin,PJ Cummins,1,0,100
R Ashwin,PP Chawla,4,0,66.67
R Ashwin,RD Chahar,18,0,180
R Ashwin,SP Narine,0,0,0
R Ashwin,Shahbaz Ahmed,0,1,0
R Ashwin,TU Deshpande,1,0,100
R Parag,A Mishra,7,1,233.33
R Parag,A Nortje,27,0,270
R Parag,AR Patel,24,0,120
R Parag,Abhishek Sharma,3,0,75
R Parag,Akash Madhwal,7,0,87.5
R Parag,Arshdeep Singh,22,1,169.23
R Parag,B Kumar,20,0,250
R Parag,C Green,16,1,123.08
R Parag,G Coetzee,29,0,241.67
R Parag,HV Patel,12,1,133.33
R Parag,Harpreet Brar,13,0,144.44
R Parag,Harshit Rana,16,1,200
R Parag,JD Unadkat,13,0,162.5
R Parag,JJ Bumrah,6,0,60
R Parag,K Rabada,2,0,50
R Parag,KH Pandya,15,0,93.75
R Parag,KK Ahmed,14,0,175
R Parag,KV Sharma,5,0,166.67
R Parag,Kuldeep Yadav,28,0,140
R Parag,LH Ferguson,10,0,250
R Parag,M Jansen,10,0,125
R Parag,M Theekshana,3,0,75
R Parag,MM Sharma,27,1,225
R Parag,MP Stoinis,2,0,50
R Parag,Mohammed Siraj,8,1,133.33
R Parag,Mukesh Kumar,11,0,220
R Parag,NT Ellis,7,0,175
R Parag,Naveen-ul-Haq,11,1,275
R Parag,Nithish Kumar Reddy,1,0,50
R Parag,Noor Ahmad,33,0,194.12
R Parag,PJ Cummins,9,1,128.57
R Parag,PP Chawla,12,0,133.33
R Parag,RA Jadeja,12,0,171.43
R Parag,RD Chahar,7,0,87.5
R Parag,Rashid Khan,13,0,86.67
R Parag,Rasikh Salam,7,1,175
R Parag,Ravi Bishnoi,12,0,150
R Parag,SH Johnson,3,0,75
R Parag,SM Curran,8,0,160
R Parag,SN Thakur,9,0,112.5
R Parag,SP Narine,3,0,150
R Parag,Shahbaz Ahmed,7,1,77.78
R Parag,Simarjeet Singh,13,0,118.18
R Parag,T Natarajan,20,0,166.67
R Parag,TU Deshpande,10,0,200
R Parag,VG Arora,15,0,375
R Parag,Yash Dayal,1,1,25
R Parag,Yash Thakur,10,0,200
R Powell,AD Russell,8,0,266.67
R Powell,Abhishek Sharma,3,0,75
R Powell,B Kumar,10,1,200
R Powell,CV Varun,1,0,50
R Powell,HV Patel,3,0,150
R Powell,Kuldeep Yadav,2,0,100
R Powell,LH Ferguson,14,0,233.33
R Powell,M Jansen,10,0,200
R Powell,Mohammed Siraj,2,0,100
R Powell,Mukesh Kumar,4,1,133.33
R Powell,PJ Cummins,9,0,128.57
R Powell,RD Chahar,0,1,0
R Powell,Rasikh Salam,7,0,140
R Powell,SM Curran,12,1,200
R Powell,SP Narine,17,1,212.5
R Powell,Shahbaz Ahmed,1,0,25
R Powell,T Natarajan,0,1,0
R Ravindra,AS Joseph,9,0,225
R Ravindra,Abhishek Sharma,6,0,150
R Ravindra,Akash Madhwal,5,0,166.67
R Ravindra,Azmatullah Omarzai,21,0,262.5
R Ravindra,B Kumar,1,1,33.33
R Ravindra,G Coetzee,1,0,100
R Ravindra,GJ Maxwell,12,1,100
R Ravindra,I Sharma,1,0,25
R Ravindra,JJ Bumrah,4,0,100
R Ravindra,KK Ahmed,1,1,12.5
R Ravindra,KV Sharma,14,1,280
R Ravindra,LH Ferguson,14,0,350
R Ravindra,MA Starc,14,0,233.33
R Ravindra,Mohammad Nabi,4,0,80
R Ravindra,Mohammed Siraj,22,0,200
R Ravindra,Mohsin Khan,0,1,0
R Ravindra,R Ashwin,3,1,100
R Ravindra,Rashid Khan,4,1,200
R Ravindra,S Gopal,7,1,233.33
R Ravindra,Sandeep Sharma,10,0,200
R Ravindra,Swapnil Singh,7,0,100
R Ravindra,T Natarajan,5,0,250
R Ravindra,TA Boult,14,0,140
R Ravindra,UT Yadav,22,0,183.33
R Ravindra,VG Arora,1,1,50
R Ravindra,Yash Dayal,16,0,200
R Sai Kishore,Mukesh Kumar,1,0,50
R Sai Kishore,Rasikh Salam,12,1,300
R Shepherd,A Nortje,33,0,471.43
R Shepherd,HV Patel,1,1,50
R Shepherd,I Sharma,6,0,200
R Shepherd,M Markande,14,0,280
R Shepherd,M Pathirana,0,1,0
R Shepherd,Mustafizur Rahman,1,0,100
R Shepherd,Naveen-ul-Haq,1,0,100
R Shepherd,PJ Cummins,1,0,100
R Tewatia,AR Patel,1,1,33.33
R Tewatia,Arshdeep Singh,13,0,325
R Tewatia,Avesh Khan,4,1,133.33
R Tewatia,C Green,2,0,100
R Tewatia,G Coetzee,0,1,0
R Tewatia,HV Patel,15,0,166.67
R Tewatia,Harpreet Brar,13,0,216.67
R Tewatia,JJ Bumrah,5,0,71.43
R Tewatia,K Rabada,14,0,280
R Tewatia,KH Pandya,1,0,25
R Tewatia,KR Sen,9,0,300
R Tewatia,KV Sharma,23,0,287.5
R Tewatia,Kuldeep Yadav,6,1,54.55
R Tewatia,L Wood,17,0,283.33
R Tewatia,M Pathirana,5,0,83.33
R Tewatia,Mohammed Siraj,1,0,100
R Tewatia,Mukesh Kumar,5,0,166.67
R Tewatia,Mustafizur Rahman,1,1,50
R Tewatia,Naveen-ul-Haq,10,0,90.91
R Tewatia,R Ashwin,6,0,200
R Tewatia,Rasikh Salam,2,0,100
R Tewatia,SM Curran,4,0,200
R Tewatia,TU Deshpande,0,0,0
R Tewatia,Vijaykumar Vyshak,4,1,57.14
R Tewatia,YS Chahal,3,0,150
R Tewatia,Yash Dayal,5,1,166.67
R Tewatia,Yash Thakur,17,1,188.89
RA Jadeja,A Nortje,3,0,100
RA Jadeja,AS Joseph,6,0,150
RA Jadeja,Arshdeep Singh,14,1,233.33
RA Jadeja,Avesh Khan,2,1,100
RA Jadeja,B Kumar,2,0,66.67
RA Jadeja,C Green,14,0,127.27
RA Jadeja,GJ Maxwell,7,0,233.33
RA Jadeja,HV Patel,14,0,175
RA Jadeja,Harpreet Brar,1,0,50
RA Jadeja,I Sharma,7,0,140
RA Jadeja,JD Unadkat,12,0,150
RA Jadeja,KH Pandya,12,0,100
RA Jadeja,KK Ahmed,2,0,66.67
RA Jadeja,Kartik Tyagi,7,0,350
RA Jadeja,LH Ferguson,11,0,366.67
RA Jadeja,MJ Henry,7,0,175
RA Jadeja,MM Sharma,18,1,200
RA Jadeja,MP Stoinis,8,0,133.33
RA Jadeja,Mohammed Siraj,21,0,175
RA Jadeja,Mohsin Khan,10,1,125
RA Jadeja,Mukesh Kumar,9,0,150
RA Jadeja,PJ Cummins,9,0,150
RA Jadeja,RD Chahar,12,1,120
RA Jadeja,Rashid Khan,0,1,0
RA Jadeja,Ravi Bishnoi,21,0,161.54
RA Jadeja,SM Curran,4,0,100
RA Jadeja,T Natarajan,8,0,133.33
RA Jadeja,YS Chahal,3,0,75
RA Jadeja,Yash Dayal,8,0,133.33
RA Jadeja,Yash Thakur,15,0,93.75
RA Tripathi,AD Russell,6,0,120
RA Tripathi,Arshdeep Singh,8,0,160
RA Tripathi,CV Varun,9,0,112.5
RA Tripathi,HV Patel,4,2,44.44
RA Tripathi,Harpreet Brar,6,0,100
RA Tripathi,Harshit Rana,10,0,166.67
RA Tripathi,MA Starc,21,1,161.54
RA Tripathi,R Ashwin,22,0,275
RA Tripathi,R Dhawan,16,0,177.78
RA Tripathi,SM Curran,4,0,200
RA Tripathi,SP Narine,19,1,100
RA Tripathi,Suyash Sharma,8,0,266.67
RA Tripathi,TA Boult,15,1,214.29
RA Tripathi,VG Arora,7,0,53.85
RD Chahar,LH Ferguson,4,0,133.33
RD Chahar,Mohammed Siraj,1,0,50
RD Chahar,RJ Gleeson,14,0,233.33
RD Chahar,SN Thakur,0,1,0
RD Chahar,Simarjeet Singh,1,0,100
RD Chahar,TU Deshpande,1,0,50
RD Gaikwad,AD Russell,6,0,120
RD Gaikwad,AS Roy,17,0,212.5
RD Gaikwad,Abhishek Sharma,1,0,50
RD Gaikwad,Akash Madhwal,25,0,227.27
RD Gaikwad,Arshdeep Singh,20,1,166.67
RD Gaikwad,Avesh Khan,7,0,87.5
RD Gaikwad,Azmatullah Omarzai,8,0,80
RD Gaikwad,B Kumar,39,0,195
RD Gaikwad,CV Varun,10,0,71.43
RD Gaikwad,G Coetzee,22,0,220
RD Gaikwad,GJ Maxwell,0,1,0
RD Gaikwad,HH Pandya,2,1,100
RD Gaikwad,HV Patel,5,0,125
RD Gaikwad,Harpreet Brar,21,0,190.91
RD Gaikwad,JD Unadkat,21,0,175
RD Gaikwad,JJ Bumrah,3,0,75
RD Gaikwad,K Rabada,13,0,72.22
RD Gaikwad,KH Pandya,12,0,171.43
RD Gaikwad,KK Ahmed,1,1,50
RD Gaikwad,M Markande,3,0,100
RD Gaikwad,MA Starc,8,0,88.89
RD Gaikwad,MJ Henry,25,0,138.89
RD Gaikwad,MM Sharma,3,0,100
RD Gaikwad,MP Stoinis,17,0,170
RD Gaikwad,Mohammad Nabi,10,0,125
RD Gaikwad,Mohammed Siraj,10,0,125
RD Gaikwad,Mohsin Khan,31,0,163.16
RD Gaikwad,N Burger,16,0,145.45
RD Gaikwad,Nithish Kumar Reddy,6,0,200
RD Gaikwad,PJ Cummins,21,0,210
RD Gaikwad,R Ashwin,4,0,80
RD Gaikwad,R Sai Kishore,6,0,75
RD Gaikwad,R Shepherd,6,0,200
RD Gaikwad,RD Chahar,5,1,62.5
RD Gaikwad,Rashid Khan,13,0,216.67
RD Gaikwad,Ravi Bishnoi,12,0,171.43
RD Gaikwad,S Gopal,1,0,50
RD Gaikwad,S Sandeep Warrier,0,0,0
RD Gaikwad,SH Johnson,11,1,157.14
RD Gaikwad,SM Curran,26,0,173.33
RD Gaikwad,SP Narine,8,0,80
RD Gaikwad,Sandeep Sharma,4,0,80
RD Gaikwad,Shahbaz Ahmed,18,1,150
RD Gaikwad,T Natarajan,15,1,115.38
RD Gaikwad,TA Boult,1,0,50
RD Gaikwad,UT Yadav,5,1,166.67
RD Gaikwad,VG Arora,18,0,150
RD Gaikwad,YS Chahal,10,0,100
RD Gaikwad,Yash Dayal,5,1,71.43
RD Gaikwad,Yash Thakur,28,1,233.33
RG Sharma,AR Patel,12,1,150
RG Sharma,Akash Deep,8,0,133.33
RG Sharma,Arshad Khan,6,0,85.71
RG Sharma,Arshdeep Singh,12,0,171.43
RG Sharma,Azmatullah Omarzai,1,0,50
RG Sharma,B Kumar,9,0,150
RG Sharma,CV Varun,4,1,40
RG Sharma,GJ Maxwell,1,0,100
RG Sharma,HV Patel,8,0,133.33
RG Sharma,Harpreet Brar,3,0,100
RG Sharma,I Sharma,8,0,133.33
RG Sharma,JA Richardson,13,0,260
RG Sharma,JD Unadkat,13,0,325
RG Sharma,K Rabada,1,0,50
RG Sharma,KH Pandya,4,0,100
RG Sharma,KK Ahmed,3,1,60
RG Sharma,LB Williams,7,0,140
RG Sharma,LS Livingstone,6,0,150
RG Sharma,Lalit Yadav,14,0,280
RG Sharma,M Pathirana,15,0,187.5
RG Sharma,MA Starc,12,0,171.43
RG Sharma,MJ Henry,13,0,260
RG Sharma,MM Sharma,2,0,100
RG Sharma,MP Stoinis,0,0,0
RG Sharma,Mohammed Siraj,6,0,200
RG Sharma,Mohsin Khan,27,1,192.86
RG Sharma,Mustafizur Rahman,31,0,258.33
RG Sharma,Naveen-ul-Haq,10,0,250
RG Sharma,PJ Cummins,6,2,150
RG Sharma,R Sai Kishore,7,1,116.67
RG Sharma,RA Jadeja,22,0,169.23
RG Sharma,RJW Topley,1,0,50
RG Sharma,Rashid Khan,6,0,100
RG Sharma,Ravi Bishnoi,12,1,200
RG Sharma,SH Johnson,9,0,300
RG Sharma,SM Curran,6,1,200
RG Sharma,SN Thakur,21,0,131.25
RG Sharma,SP Narine,2,1,33.33
RG Sharma,Shahbaz Ahmed,2,0,66.67
RG Sharma,TA Boult,6,2,100
RG Sharma,TU Deshpande,16,0,114.29
RG Sharma,UT Yadav,18,0,180
RG Sharma,VG Arora,12,0,92.31
RG Sharma,Vijaykumar Vyshak,16,0,200
RG Sharma,WG Jacks,6,1,150
RJ Gleeson,Arshdeep Singh,2,0,100
RJW Topley,Naveen-ul-Haq,1,0,100
RJW Topley,Ravi Bishnoi,1,0,50
RJW Topley,Yash Thakur,1,0,33.33
RK Bhui,Harpreet Brar,0,1,0
RK Bhui,K Rabada,1,0,50
RK Bhui,N Burger,0,1,0
RK Bhui,RD Chahar,2,0,66.67
RK Singh,A Nortje,24,1,400
RK Singh,AR Patel,6,0,120
RK Singh,Arshdeep Singh,1,0,50
RK Singh,Avesh Khan,12,0,300
RK Singh,B Kumar,8,0,200
RK Singh,C Green,12,0,133.33
RK Singh,HH Pandya,16,0,200
RK Singh,HV Patel,4,1,200
RK Singh,JJ Bumrah,0,1,0
RK Singh,KK Ahmed,1,0,100
RK Singh,KR Sen,8,0,200
RK Singh,KV Sharma,12,0,200
RK Singh,Kuldeep Yadav,5,0,125
RK Singh,LB Williams,0,1,0
RK Singh,LH Ferguson,0,1,0
RK Singh,M Markande,1,0,100
RK Singh,M Theekshana,1,0,33.33
RK Singh,Mayank Dagar,3,0,100
RK Singh,N Thushara,4,0,133.33
RK Singh,Naman Dhir,1,0,33.33
RK Singh,Naveen-ul-Haq,9,1,128.57
RK Singh,PJ Cummins,9,0,150
RK Singh,PP Chawla,8,1,160
RK Singh,RA Jadeja,1,0,33.33
RK Singh,SN Thakur,5,0,125
RK Singh,T Natarajan,5,1,125
RK Singh,TA Boult,0,0,0
RK Singh,TU Deshpande,2,1,66.67
RK Singh,Yash Dayal,2,0,100
RK Singh,Yash Thakur,2,0,100
RK Singh,Yudhvir Singh,5,0,250
RM Patidar,AD Russell,1,2,25
RM Patidar,AR Patel,16,0,228.57
RM Patidar,Akash Madhwal,10,0,200
RM Patidar,Arshdeep Singh,9,0,300
RM Patidar,Avesh Khan,13,1,260
RM Patidar,CV Varun,6,0,150
RM Patidar,G Coetzee,13,1,260
RM Patidar,HH Pandya,10,0,333.33
RM Patidar,HV Patel,14,0,140
RM Patidar,Harpreet Brar,2,1,50
RM Patidar,I Sharma,1,0,50
RM Patidar,J Little,1,1,50
RM Patidar,JD Unadkat,7,1,140
RM Patidar,JJ Bumrah,2,0,50
RM Patidar,K Rabada,4,0,80
RM Patidar,KK Ahmed,6,0,120
RM Patidar,Kuldeep Yadav,12,0,171.43
RM Patidar,M Markande,43,1,307.14
RM Patidar,M Siddharth,1,0,50
RM Patidar,M Theekshana,9,0,180
RM Patidar,MA Starc,1,0,100
RM Patidar,MJ Santner,2,1,40
RM Patidar,MP Stoinis,1,0,100
RM Patidar,MP Yadav,5,1,83.33
RM Patidar,Mukesh Kumar,14,0,233.33
RM Patidar,Mustafizur Rahman,0,1,0
RM Patidar,Naveen-ul-Haq,0,0,0
RM Patidar,Noor Ahmad,1,0,100
RM Patidar,PJ Cummins,3,0,100
RM Patidar,R Ashwin,7,0,77.78
RM Patidar,R Shepherd,6,0,200
RM Patidar,RA Jadeja,1,0,100
RM Patidar,RD Chahar,27,0,270
RM Patidar,Rasikh Salam,3,1,60
RM Patidar,Ravi Bishnoi,12,0,240
RM Patidar,S Gopal,9,0,150
RM Patidar,SM Curran,8,1,200
RM Patidar,SN Thakur,5,1,125
RM Patidar,SP Narine,17,0,188.89
RM Patidar,Shahbaz Ahmed,6,0,200
RM Patidar,Simarjeet Singh,11,0,366.67
RM Patidar,Suyash Sharma,30,0,333.33
RM Patidar,TU Deshpande,13,0,260
RM Patidar,V Kaverappa,9,0,180
RM Patidar,YS Chahal,14,0,175
RM Patidar,Yash Thakur,10,0,200
RR Pant,AD Russell,13,0,325
RR Pant,Arshad Khan,3,0,150
RR Pant,Avesh Khan,4,0,80
