batter,bowler,total_runs,dismissals,strike_rate
RR Pant,Azmatullah Omarzai,0,0,0
RR Pant,B Kumar,15,0,187.5
RR Pant,CV Varun,7,2,70
RR Pant,DJ Hooda,6,0,200
RR Pant,DL Chahar,1,0,33.33
RR Pant,G Coetzee,1,1,33.33
RR Pant,HV Patel,8,1,200
RR Pant,Harpreet Brar,2,0,66.67
RR Pant,Harshit Rana,2,0,100
RR Pant,JJ Bumrah,7,1,233.33
RR Pant,K Rabada,1,0,100
RR Pant,KH Pandya,9,0,225
RR Pant,M Markande,1,0,50
RR Pant,M Pathirana,19,1,211.11
RR Pant,M Shahrukh Khan,1,0,25
RR Pant,MA Starc,6,0,600
RR Pant,MM Sharma,62,0,344.44
RR Pant,MP Stoinis,9,0,225
RR Pant,Mohammad Nabi,3,0,75
RR Pant,Mohsin Khan,2,0,66.67
RR Pant,Mustafizur Rahman,13,0,216.67
RR Pant,N Burger,5,0,100
RR Pant,N Thushara,13,0,185.71
RR Pant,Naveen-ul-Haq,15,1,150
RR Pant,Nithish Kumar Reddy,12,1,171.43
RR Pant,Noor Ahmad,21,0,140
RR Pant,PJ Cummins,11,0,91.67
RR Pant,PP Chawla,6,0,120
RR Pant,R Ashwin,12,0,100
RR Pant,R Sai Kishore,1,0,100
RR Pant,RA Jadeja,10,0,142.86
RR Pant,RD Chahar,7,0,140
RR Pant,Rashid Khan,19,0,146.15
RR Pant,Ravi Bishnoi,22,1,129.41
RR Pant,S Sandeep Warrier,0,0,0
RR Pant,SP Narine,16,0,106.67
RR Pant,Sandeep Sharma,5,0,100
RR Pant,T Natarajan,5,0,83.33
RR Pant,TA Boult,7,0,175
RR Pant,TU Deshpande,8,0,114.29
RR Pant,VG Arora,10,0,142.86
RR Pant,VR Iyer,28,0,466.67
RR Pant,YS Chahal,10,2,125
RR Pant,Yash Thakur,8,0,200
RR Rossouw,AD Russell,14,0,350
RR Rossouw,Avesh Khan,0,1,0
RR Rossouw,B Kumar,2,0,100
RR Rossouw,C Green,11,0,275
RR Rossouw,CV Varun,5,0,125
RR Rossouw,G Coetzee,1,0,50
RR Rossouw,Harshit Rana,7,0,233.33
RR Rossouw,JJ Bumrah,0,1,0
RR Rossouw,KV Sharma,10,1,200
RR Rossouw,LH Ferguson,1,0,100
RR Rossouw,MM Ali,1,0,33.33
RR Rossouw,MM Sharma,4,0,133.33
RR Rossouw,Mohammed Siraj,19,0,271.43
RR Rossouw,Mustafizur Rahman,8,0,200
RR Rossouw,Nithish Kumar Reddy,25,0,312.5
RR Rossouw,Noor Ahmad,5,1,125
RR Rossouw,PJ Cummins,6,1,150
RR Rossouw,RA Jadeja,4,0,100
RR Rossouw,RJ Gleeson,9,0,225
RR Rossouw,S Dube,13,0,325
RR Rossouw,SN Thakur,8,1,200
RR Rossouw,SP Narine,0,1,0
RR Rossouw,Sandeep Sharma,14,0,200
RR Rossouw,Swapnil Singh,8,0,400
RR Rossouw,T Natarajan,9,0,150
RR Rossouw,TA Boult,8,0,160
RR Rossouw,TU Deshpande,0,1,0
RR Rossouw,V Viyaskanth,7,0,233.33
RR Rossouw,WG Jacks,3,0,100
RR Rossouw,Yash Dayal,9,0,180
Rahmanullah Gurbaz,B Kumar,22,0,137.5
Rahmanullah Gurbaz,JD Unadkat,5,0,250
Rahmanullah Gurbaz,PJ Cummins,15,0,125
Rahmanullah Gurbaz,Shahbaz Ahmed,13,1,162.5
Rahmanullah Gurbaz,T Natarajan,7,1,87.5
Ramandeep Singh,C Green,2,0,100
Ramandeep Singh,HH Pandya,3,0,150
Ramandeep Singh,HV Patel,6,0,200
Ramandeep Singh,I Sharma,2,1,100
Ramandeep Singh,JJ Bumrah,10,1,142.86
Ramandeep Singh,KR Sen,1,0,100
Ramandeep Singh,M Jansen,7,0,233.33
Ramandeep Singh,M Markande,9,0,180
Ramandeep Singh,M Theekshana,7,1,175
Ramandeep Singh,Mohammed Siraj,17,0,340
Ramandeep Singh,N Thushara,6,0,200
Ramandeep Singh,PJ Cummins,11,1,220
Ramandeep Singh,R Ravindra,2,0,100
Ramandeep Singh,RA Jadeja,4,0,66.67
Ramandeep Singh,Shahbaz Ahmed,2,0,66.67
Ramandeep Singh,Yash Dayal,5,0,250
Ramandeep Singh,Yash Thakur,10,0,500
Ramandeep Singh,Yudhvir Singh,15,0,375
Rashid Khan,AR Patel,13,0,130
Rashid Khan,Avesh Khan,17,0,242.86
Rashid Khan,C Green,3,0,75
Rashid Khan,G Coetzee,4,0,133.33
Rashid Khan,HV Patel,3,1,100
Rashid Khan,KK Ahmed,2,0,50
Rashid Khan,KR Sen,3,0,100
Rashid Khan,Kuldeep Yadav,10,0,142.86
Rashid Khan,Mohammed Siraj,8,0,160
Rashid Khan,Mukesh Kumar,16,1,177.78
Rashid Khan,Mustafizur Rahman,0,1,0
Rashid Khan,Rasikh Salam,5,0,250
Rashid Khan,T Stubbs,6,0,300
Rashid Khan,TU Deshpande,1,0,100
Rashid Khan,Vijaykumar Vyshak,7,0,233.33
Rashid Khan,Yash Dayal,0,1,0
Rashid Khan,Yash Thakur,0,1,0
Rasikh Salam,C Green,1,1,33.33
Rasikh Salam,CV Varun,1,0,33.33
Rasikh Salam,Harshit Rana,5,1,125
Rasikh Salam,KV Sharma,1,0,33.33
Rasikh Salam,LH Ferguson,6,0,150
Rasikh Salam,MA Starc,1,0,33.33
Rasikh Salam,SP Narine,1,0,33.33
Rasikh Salam,Sandeep Sharma,1,1,100
Rasikh Salam,TA Boult,8,0,400
Rasikh Salam,VG Arora,1,1,50
Rasikh Salam,WG Jacks,2,0,100
Ravi Bishnoi,CV Varun,1,0,100
Ravi Bishnoi,Harshit Rana,1,1,50
Ravi Bishnoi,Mukesh Kumar,1,0,100
Ravi Bishnoi,Rasikh Salam,1,0,100
Ravi Bishnoi,SM Curran,0,1,0
S Dhawan,AS Joseph,12,0,150
S Dhawan,Azmatullah Omarzai,1,0,100
S Dhawan,B Kumar,11,1,100
S Dhawan,C Green,2,0,66.67
S Dhawan,GJ Maxwell,6,1,150
S Dhawan,I Sharma,5,1,71.43
S Dhawan,KH Pandya,3,0,75
S Dhawan,KK Ahmed,9,0,225
S Dhawan,M Siddharth,20,0,181.82
S Dhawan,MP Yadav,13,0,162.5
S Dhawan,MR Marsh,8,0,160
S Dhawan,Mayank Dagar,14,0,200
S Dhawan,Mohammed Siraj,7,0,175
S Dhawan,Mohsin Khan,16,1,160
S Dhawan,Naveen-ul-Haq,6,0,85.71
S Dhawan,PJ Cummins,3,0,60
S Dhawan,Ravi Bishnoi,12,0,120
S Dhawan,UT Yadav,0,1,0
S Dhawan,Yash Dayal,4,0,36.36
S Dube,A Nortje,11,0,137.5
S Dube,AR Patel,2,0,66.67
S Dube,AS Joseph,14,0,155.56
S Dube,Akash Madhwal,7,0,175
S Dube,B Kumar,1,0,50
S Dube,C Green,12,1,120
S Dube,CV Varun,12,0,240
S Dube,G Coetzee,8,0,100
S Dube,GJ Maxwell,4,0,44.44
S Dube,HH Pandya,14,0,200
S Dube,Harpreet Brar,0,1,0
S Dube,I Sharma,1,0,100
S Dube,JD Unadkat,6,0,100
S Dube,JJ Bumrah,9,0,100
S Dube,KH Pandya,1,0,33.33
S Dube,Kartik Tyagi,15,0,214.29
S Dube,LH Ferguson,2,0,28.57
S Dube,M Markande,14,0,280
S Dube,MA Starc,5,0,166.67
S Dube,MJ Henry,5,0,166.67
S Dube,MM Sharma,23,1,153.33
S Dube,MP Stoinis,23,2,209.09
S Dube,MR Marsh,2,0,100
S Dube,Mohammed Siraj,9,0,112.5
S Dube,Mohsin Khan,19,0,271.43
S Dube,Mukesh Kumar,1,1,50
S Dube,N Burger,1,0,100
S Dube,PJ Cummins,17,1,121.43
S Dube,R Ashwin,14,1,233.33
S Dube,R Sai Kishore,13,0,433.33
S Dube,R Shepherd,27,0,300
S Dube,RD Chahar,0,1,0
S Dube,Rashid Khan,7,1,233.33
S Dube,Ravi Bishnoi,0,0,0
S Dube,S Gopal,1,0,100
S Dube,SH Johnson,14,0,175
S Dube,SP Narine,5,0,83.33
S Dube,Shahbaz Ahmed,11,0,220
S Dube,T Natarajan,35,0,291.67
S Dube,VG Arora,6,1,150
S Dube,YS Chahal,3,0,75
S Dube,Yash Thakur,21,0,210
SA Yadav,A Nortje,0,1,0
SA Yadav,AD Russell,11,2,137.5
SA Yadav,Akash Deep,26,0,371.43
SA Yadav,Arshdeep Singh,7,0,140
SA Yadav,B Kumar,11,0,137.5
SA Yadav,CV Varun,16,0,88.89
SA Yadav,HV Patel,8,0,133.33
SA Yadav,Harpreet Brar,14,0,116.67
SA Yadav,K Rabada,32,0,200
SA Yadav,KH Pandya,0,1,0
SA Yadav,KK Ahmed,18,1,200
SA Yadav,LS Livingstone,8,0,200
SA Yadav,M Jansen,32,0,355.56
SA Yadav,M Pathirana,0,1,0
SA Yadav,MP Stoinis,9,1,300
SA Yadav,Mohsin Khan,1,0,33.33
SA Yadav,Mukesh Kumar,8,0,200
SA Yadav,Naveen-ul-Haq,0,0,0
SA Yadav,Nithish Kumar Reddy,6,0,200
SA Yadav,PJ Cummins,23,0,153.33
SA Yadav,RJW Topley,18,0,300
SA Yadav,SM Curran,9,1,90
SA Yadav,SP Narine,22,0,129.41
SA Yadav,Sandeep Sharma,1,1,50
SA Yadav,Shahbaz Ahmed,10,0,200
SA Yadav,T Natarajan,20,0,181.82
SA Yadav,TA Boult,9,0,150
SA Yadav,VG Arora,18,0,360
SA Yadav,Vijaykumar Vyshak,3,1,75
SA Yadav,WG Jacks,5,0,250
SB Dubey,Akash Madhwal,5,0,250
SB Dubey,I Sharma,11,0,366.67
SB Dubey,JJ Bumrah,1,0,100
SB Dubey,KK Ahmed,11,1,220
SB Dubey,Kuldeep Yadav,1,0,50
SB Dubey,Mukesh Kumar,1,0,100
SB Dubey,PP Chawla,2,0,66.67
SB Dubey,Rasikh Salam,1,0,100
SB Dubey,TU Deshpande,0,1,0
SD Hope,Arshad Khan,4,0,133.33
SD Hope,Arshdeep Singh,1,0,25
SD Hope,Azmatullah Omarzai,5,0,166.67
SD Hope,C Green,2,0,66.67
SD Hope,HV Patel,1,0,100
SD Hope,Harpreet Brar,5,0,71.43
SD Hope,K Rabada,8,1,160
SD Hope,KH Pandya,7,0,116.67
SD Hope,KV Sharma,3,0,100
SD Hope,L Wood,15,1,300
SD Hope,LH Ferguson,6,1,120
SD Hope,MA Starc,0,0,0
SD Hope,Mohammad Nabi,16,0,266.67
SD Hope,Mohammed Siraj,1,0,100
SD Hope,Mohsin Khan,5,0,55.56
SD Hope,N Thushara,1,0,100
SD Hope,PP Chawla,9,0,180
SD Hope,R Ashwin,1,0,100
SD Hope,RD Chahar,18,0,225
SD Hope,Rashid Khan,1,1,33.33
SD Hope,Ravi Bishnoi,14,1,155.56
SD Hope,S Sandeep Warrier,17,1,188.89
SD Hope,SH Johnson,1,0,100
SD Hope,VG Arora,6,1,300
SD Hope,Yash Dayal,17,1,154.55
SD Hope,Yash Thakur,3,0,75
SD Hope,Yudhvir Singh,16,0,266.67
SH Johnson,M Pathirana,1,0,50
SH Johnson,Mukesh Kumar,1,0,100
SH Johnson,Mustafizur Rahman,4,0,133.33
SH Johnson,Yash Thakur,0,0,0
SM Curran,AR Patel,14,0,127.27
SM Curran,AS Joseph,1,0,100
SM Curran,Avesh Khan,10,0,166.67
SM Curran,Azmatullah Omarzai,7,1,116.67
SM Curran,C Green,8,0,200
SM Curran,G Coetzee,5,0,166.67
SM Curran,GJ Maxwell,2,0,100
SM Curran,JD Unadkat,8,0,200
SM Curran,JJ Bumrah,1,1,25
SM Curran,KA Maharaj,3,1,75
SM Curran,KK Ahmed,5,1,62.5
SM Curran,KR Sen,2,0,40
SM Curran,KV Sharma,3,0,100
SM Curran,Kuldeep Yadav,11,0,91.67
SM Curran,LH Ferguson,11,2,157.14
SM Curran,MM Ali,2,0,66.67
SM Curran,MM Sharma,7,0,116.67
SM Curran,MR Marsh,28,0,200
SM Curran,Mayank Dagar,3,0,150
SM Curran,Mohammed Siraj,3,0,50
SM Curran,Mohsin Khan,0,1,0
SM Curran,Mustafizur Rahman,4,0,100
SM Curran,Nithish Kumar Reddy,13,0,162.5
SM Curran,Noor Ahmad,5,0,83.33
SM Curran,PJ Cummins,1,0,33.33
SM Curran,R Ashwin,15,0,107.14
SM Curran,RA Jadeja,3,1,60
SM Curran,RJ Gleeson,10,0,125
SM Curran,Rashid Khan,6,1,66.67
SM Curran,SN Thakur,6,0,200
SM Curran,Sandeep Sharma,9,0,180
SM Curran,Simarjeet Singh,4,0,66.67
SM Curran,Sumit Kumar,5,0,250
SM Curran,Swapnil Singh,6,0,150
SM Curran,T Natarajan,7,1,100
SM Curran,TA Boult,6,0,200
SM Curran,YS Chahal,24,0,171.43
SM Curran,Yash Dayal,8,1,200
SN Thakur,HV Patel,0,1,0
SN Thakur,MM Sharma,2,0,66.67
SN Thakur,RD Chahar,5,0,125
SN Thakur,Rashid Khan,1,0,100
SN Thakur,SM Curran,12,0,300
SN Thakur,Yash Dayal,1,0,50
SO Hetmyer,A Badoni,4,0,100
SO Hetmyer,A Nortje,1,0,50
SO Hetmyer,AK Markram,2,0,50
SO Hetmyer,Abhishek Sharma,1,1,33.33
SO Hetmyer,Arshdeep Singh,15,0,250
SO Hetmyer,C Green,9,0,150
SO Hetmyer,CV Varun,0,1,0
SO Hetmyer,HV Patel,11,0,366.67
SO Hetmyer,JD Unadkat,4,0,400
SO Hetmyer,M Jansen,1,0,100
SO Hetmyer,MM Sharma,5,0,250
SO Hetmyer,Mohammed Siraj,13,1,162.5
SO Hetmyer,Mukesh Kumar,13,0,260
SO Hetmyer,Naveen-ul-Haq,1,0,100
SO Hetmyer,PJ Cummins,1,0,50
SO Hetmyer,RJW Topley,5,0,250
SO Hetmyer,Ravi Bishnoi,0,1,0
SO Hetmyer,SM Curran,1,0,100
SO Hetmyer,Shahbaz Ahmed,1,0,50
SO Hetmyer,T Natarajan,7,1,140
SO Hetmyer,UT Yadav,8,0,266.67
SO Hetmyer,Yash Dayal,10,0,250
SP Narine,A Nortje,10,0,250
SP Narine,AR Patel,13,1,325
SP Narine,AS Joseph,14,0,233.33
SP Narine,Arshdeep Singh,11,0,275
SP Narine,Avesh Khan,15,0,125
SP Narine,B Kumar,4,0,66.67
SP Narine,G Coetzee,1,0,100
SP Narine,HH Pandya,6,1,300
SP Narine,HV Patel,12,0,240
SP Narine,I Sharma,27,0,300
SP Narine,JJ Bumrah,1,1,20
SP Narine,K Rabada,24,0,300
SP Narine,KH Pandya,9,0,225
SP Narine,KK Ahmed,8,0,100
SP Narine,KR Sen,21,0,233.33
SP Narine,LB Williams,5,0,125
SP Narine,M Jansen,1,0,100
SP Narine,M Theekshana,6,0,200
SP Narine,MP Stoinis,19,0,271.43
SP Narine,MR Marsh,6,1,100
SP Narine,Mayank Dagar,0,1,0
SP Narine,Mohammed Siraj,20,0,125
SP Narine,Mohsin Khan,19,1,172.73
SP Narine,Mustafizur Rahman,1,0,25
SP Narine,N Thushara,0,0,0
SP Narine,Naveen-ul-Haq,10,0,333.33
SP Narine,PJ Cummins,19,2,271.43
SP Narine,R Ashwin,34,0,200
SP Narine,RA Jadeja,1,1,50
SP Narine,RD Chahar,13,1,144.44
SP Narine,Rasikh Salam,28,0,280
SP Narine,Ravi Bishnoi,16,1,145.45
SP Narine,S Joseph,6,0,200
SP Narine,SM Curran,11,0,183.33
SP Narine,SN Thakur,5,0,250
SP Narine,Sumit Kumar,3,0,75
SP Narine,T Natarajan,5,0,62.5
SP Narine,TA Boult,6,1,85.71
SP Narine,TU Deshpande,14,0,155.56
SP Narine,YS Chahal,33,0,300
SP Narine,Yash Dayal,23,1,176.92
SP Narine,Yash Thakur,8,0,133.33
SS Iyer,A Kamboj,2,1,50
SS Iyer,A Nortje,1,0,50
SS Iyer,AK Markram,1,0,100
SS Iyer,AR Patel,17,0,141.67
SS Iyer,Arshad Khan (2),9,0,150
SS Iyer,Arshdeep Singh,3,1,100
SS Iyer,C Green,12,1,120
SS Iyer,JJ Bumrah,5,0,83.33
SS Iyer,K Rabada,2,0,100
SS Iyer,KK Ahmed,7,1,233.33
SS Iyer,KR Sen,4,0,200
SS Iyer,KV Sharma,19,0,126.67
SS Iyer,Kuldeep Yadav,12,0,171.43
SS Iyer,LB Williams,1,0,100
SS Iyer,LH Ferguson,11,0,110
SS Iyer,M Theekshana,5,0,100
SS Iyer,MR Marsh,7,0,233.33
SS Iyer,Mayank Dagar,9,0,225
SS Iyer,Mohammed Siraj,7,0,350
SS Iyer,Mohsin Khan,4,0,40
SS Iyer,Mustafizur Rahman,2,1,100
SS Iyer,N Thushara,6,1,150
SS Iyer,Naveen-ul-Haq,5,0,166.67
SS Iyer,Nithish Kumar Reddy,6,0,200
SS Iyer,PJ Cummins,7,0,175
SS Iyer,R Ravindra,2,0,50
SS Iyer,RA Jadeja,10,0,100
SS Iyer,Rasikh Salam,6,0,100
SS Iyer,Ravi Bishnoi,8,0,114.29
SS Iyer,S Joseph,16,0,145.45
SS Iyer,SM Curran,23,0,460
SS Iyer,SN Thakur,9,0,112.5
SS Iyer,Shahbaz Ahmed,5,0,250
SS Iyer,T Natarajan,11,1,183.33
SS Iyer,TM Head,27,0,450
SS Iyer,TU Deshpande,6,0,200
SS Iyer,V Viyaskanth,7,0,100
SS Iyer,Vijaykumar Vyshak,15,0,115.38
SS Iyer,YS Chahal,7,1,140
SS Iyer,Yash Dayal,16,0,266.67
SS Iyer,Yash Thakur,15,1,136.36
SS Iyer,Yudhvir Singh,4,0,80
SS Prabhudessai,AD Russell,9,0,180
SS Prabhudessai,CV Varun,14,0,127.27
SS Prabhudessai,Harshit Rana,1,1,50
SV Samson,A Badoni,2,0,100
SV Samson,A Mishra,6,0,150
SV Samson,A Nortje,1,0,25
SV Samson,AR Patel,3,0,100
SV Samson,Abhishek Sharma,0,1,0
SV Samson,Akash Madhwal,0,1,0
SV Samson,Arshdeep Singh,15,0,166.67
SV Samson,B Kumar,0,1,0
SV Samson,C Green,12,0,109.09
SV Samson,H Sharma,18,0,257.14
SV Samson,HH Pandya,8,0,200
SV Samson,Harpreet Brar,4,0,100
SV Samson,Harshit Rana,0,1,0
SV Samson,I Sharma,20,0,250
SV Samson,JD Unadkat,2,0,66.67
SV Samson,JJ Bumrah,14,0,116.67
SV Samson,K Rabada,1,1,50
SV Samson,KH Pandya,21,0,100
SV Samson,KK Ahmed,19,1,118.75
SV Samson,KT Maphaka,8,0,266.67
SV Samson,KV Sharma,3,0,100
SV Samson,Kuldeep Yadav,11,0,137.5
SV Samson,LH Ferguson,3,0,75
SV Samson,LS Livingstone,13,0,162.5
SV Samson,M Theekshana,2,0,100
SV Samson,MA Starc,2,0,100
SV Samson,MM Sharma,15,0,150
SV Samson,MP Stoinis,1,0,100
SV Samson,Mayank Dagar,14,0,233.33
SV Samson,Mohammad Nabi,9,0,180
SV Samson,Mohammed Siraj,11,1,157.14
SV Samson,Mohsin Khan,37,0,231.25
SV Samson,Mukesh Kumar,28,1,215.38
SV Samson,N Thushara,2,0,66.67
SV Samson,NT Ellis,2,1,40
SV Samson,Naveen-ul-Haq,3,0,60
SV Samson,Noor Ahmad,9,0,128.57
SV Samson,PP Chawla,5,0,71.43
SV Samson,RA Jadeja,10,0,83.33
SV Samson,RJW Topley,8,0,114.29
SV Samson,Rashid Khan,5,0,83.33
SV Samson,Rasikh Salam,19,0,271.43
SV Samson,Ravi Bishnoi,33,0,206.25
SV Samson,SH Johnson,21,0,262.5
SV Samson,SM Curran,1,0,100
SV Samson,SN Thakur,2,0,100
SV Samson,Shahbaz Ahmed,2,0,100
SV Samson,Simarjeet Singh,1,1,33.33
SV Samson,Swapnil Singh,8,0,266.67
SV Samson,T Natarajan,6,0,120
SV Samson,Tilak Varma,3,0,150
SV Samson,UT Yadav,18,0,257.14
SV Samson,VG Arora,10,0,200
SV Samson,Yash Dayal,9,0,128.57
SV Samson,Yash Thakur,50,0,263.16
SZ Mulani,UT Yadav,1,0,100
Sameer Rizvi,HV Patel,2,0,100
Sameer Rizvi,Harpreet Brar,7,0,70
Sameer Rizvi,K Rabada,7,1,140
Sameer Rizvi,KH Pandya,0,1,0
Sameer Rizvi,MM Sharma,0,1,0
Sameer Rizvi,MP Stoinis,1,0,25
Sameer Rizvi,Mukesh Kumar,0,1,0
Sameer Rizvi,N Burger,1,0,50
Sameer Rizvi,RD Chahar,5,0,83.33
Sameer Rizvi,Rashid Khan,14,0,350
Sameer Rizvi,Sandeep Sharma,6,0,150
Sameer Rizvi,TA Boult,8,0,400
Sanvir Singh,Atharva Taide,4,0,400
Sanvir Singh,Harpreet Brar,2,0,66.67
Sanvir Singh,JJ Bumrah,2,0,100
Sanvir Singh,N Thushara,6,0,120
Sanvir Singh,SP Narine,0,1,0
Saurav Chauhan,Avesh Khan,1,0,100
Saurav Chauhan,G Coetzee,6,0,150
Saurav Chauhan,JJ Bumrah,3,1,75
Saurav Chauhan,N Burger,1,0,100
Saurav Chauhan,PJ Cummins,0,1,0
Saurav Chauhan,R Ashwin,7,0,233.33
Saurav Chauhan,YS Chahal,0,1,0
Shahbaz Ahmed,A Nortje,5,0,83.33
Shahbaz Ahmed,AD Russell,12,0,240
Shahbaz Ahmed,AR Patel,14,0,155.56
Shahbaz Ahmed,Arshdeep Singh,14,1,155.56
Shahbaz Ahmed,Avesh Khan,2,1,25
Shahbaz Ahmed,C Green,2,0,100
Shahbaz Ahmed,CV Varun,6,1,120
Shahbaz Ahmed,DG Nalkande,10,0,142.86
Shahbaz Ahmed,HH Pandya,0,1,0
Shahbaz Ahmed,HV Patel,1,0,50
Shahbaz Ahmed,Harshit Rana,0,1,0
Shahbaz Ahmed,JJ Bumrah,4,0,80
Shahbaz Ahmed,KK Ahmed,20,0,400
Shahbaz Ahmed,KV Sharma,5,0,71.43
Shahbaz Ahmed,Kuldeep Yadav,1,0,100
Shahbaz Ahmed,LH Ferguson,14,0,200
Shahbaz Ahmed,M Pathirana,1,0,100
Shahbaz Ahmed,M Theekshana,1,0,33.33
Shahbaz Ahmed,MA Starc,6,1,300
Shahbaz Ahmed,MM Ali,13,1,130
Shahbaz Ahmed,MM Sharma,2,1,50
Shahbaz Ahmed,Mohammed Siraj,7,0,87.5
Shahbaz Ahmed,Mukesh Kumar,19,1,237.5
Shahbaz Ahmed,Mustafizur Rahman,4,1,200
Shahbaz Ahmed,PP Chawla,6,0,100
Shahbaz Ahmed,R Ashwin,9,0,300
Shahbaz Ahmed,R Ravindra,2,0,100
Shahbaz Ahmed,RA Jadeja,2,0,50
Shahbaz Ahmed,Rashid Khan,5,0,83.33
Shahbaz Ahmed,SM Curran,2,0,100
Shahbaz Ahmed,SN Thakur,1,0,100
Shahbaz Ahmed,Sandeep Sharma,1,0,100
Shahbaz Ahmed,Swapnil Singh,5,0,83.33
Shahbaz Ahmed,TA Boult,3,0,100
Shahbaz Ahmed,TU Deshpande,1,0,100
Shahbaz Ahmed,UT Yadav,5,0,166.67
Shahbaz Ahmed,YS Chahal,3,0,100
Shahbaz Ahmed,Yash Dayal,7,0,100
Shashank Singh,AS Joseph,18,0,300
Shashank Singh,Akash Madhwal,7,0,116.67
Shashank Singh,Avesh Khan,0,1,0
Shashank Singh,Azmatullah Omarzai,2,0,100
Shashank Singh,B Kumar,14,0,280
Shashank Singh,C Green,5,0,250
Shashank Singh,CV Varun,16,0,320
Shashank Singh,DG Nalkande,4,0,200
Shashank Singh,G Coetzee,5,0,166.67
Shashank Singh,HH Pandya,5,0,83.33
Shashank Singh,Harshit Rana,23,0,328.57
Shashank Singh,JD Unadkat,8,0,200
Shashank Singh,JJ Bumrah,1,1,50
Shashank Singh,KA Maharaj,7,0,175
Shashank Singh,KH Pandya,1,0,100
Shashank Singh,KK Ahmed,0,1,0
Shashank Singh,KR Sen,0,1,0
Shashank Singh,KV Sharma,19,0,316.67
Shashank Singh,LH Ferguson,4,0,200
Shashank Singh,MJ Santner,6,1,120
Shashank Singh,MM Ali,9,0,300
Shashank Singh,MM Sharma,22,0,200
Shashank Singh,Mohammed Siraj,1,0,100
Shashank Singh,Mohsin Khan,2,0,100
Shashank Singh,Mustafizur Rahman,1,0,12.5
Shashank Singh,Naveen-ul-Haq,6,0,150
Shashank Singh,Nithish Kumar Reddy,2,1,66.67
Shashank Singh,Noor Ahmad,13,0,108.33
Shashank Singh,PJ Cummins,7,0,175
Shashank Singh,PVD Chameera,18,0,300
Shashank Singh,R Sai Kishore,3,1,75
Shashank Singh,R Shepherd,1,0,100
Shashank Singh,RA Jadeja,6,0,66.67
Shashank Singh,RJ Gleeson,11,0,157.14
Shashank Singh,Ramandeep Singh,8,0,266.67
Shashank Singh,Rashid Khan,11,0,157.14
Shashank Singh,S Dube,1,0,100
Shashank Singh,S Gopal,22,0,314.29
Shashank Singh,SN Thakur,8,0,133.33
Shashank Singh,SP Narine,3,0,42.86
Shashank Singh,Shahbaz Ahmed,2,0,100
Shashank Singh,Swapnil Singh,7,0,116.67
Shashank Singh,T Natarajan,14,0,155.56
Shashank Singh,TU Deshpande,10,0,142.86
Shashank Singh,UT Yadav,14,0,466.67
Shashank Singh,V Viyaskanth,1,0,50
Shashank Singh,WG Jacks,2,0,66.67
Shashank Singh,YS Chahal,2,0,50
Shashank Singh,Yash Dayal,2,0,200
Shivam Singh,Nithish Kumar Reddy,1,0,50
Shivam Singh,T Natarajan,1,0,100
Shubman Gill,A Nortje,4,1,133.33
Shubman Gill,Arshdeep Singh,18,0,128.57
Shubman Gill,Avesh Khan,13,0,216.67
Shubman Gill,B Kumar,7,0,87.5
Shubman Gill,DJ Mitchell,32,0,213.33
Shubman Gill,DL Chahar,7,1,233.33
Shubman Gill,GJ Maxwell,2,1,66.67
Shubman Gill,HH Pandya,6,0,85.71
Shubman Gill,HV Patel,28,0,175
Shubman Gill,Harpreet Brar,23,0,164.29
Shubman Gill,I Sharma,4,1,100
Shubman Gill,JD Unadkat,2,0,100
Shubman Gill,K Rabada,35,0,205.88
Shubman Gill,KA Maharaj,13,0,162.5
Shubman Gill,KK Ahmed,6,0,150
Shubman Gill,KR Sen,8,0,133.33
Shubman Gill,L Wood,5,0,250
Shubman Gill,LS Livingstone,4,1,80
Shubman Gill,M Markande,4,1,100
Shubman Gill,M Siddharth,7,0,53.85
Shubman Gill,MJ Santner,16,0,228.57
Shubman Gill,MP Yadav,4,0,400
Shubman Gill,Mohammed Siraj,10,1,90.91
Shubman Gill,Mustafizur Rahman,1,0,50
Shubman Gill,Naveen-ul-Haq,3,0,100
Shubman Gill,PP Chawla,2,1,50
Shubman Gill,R Ashwin,16,0,145.45
Shubman Gill,RA Jadeja,8,0,160
Shubman Gill,SM Curran,9,0,150
Shubman Gill,SN Thakur,8,0,114.29
Shubman Gill,SZ Mulani,18,0,200
Shubman Gill,Shahbaz Ahmed,9,0,180
Shubman Gill,Sikandar Raza,7,0,140
Shubman Gill,Simarjeet Singh,24,0,240
Shubman Gill,Swapnil Singh,3,0,42.86
Shubman Gill,TA Boult,2,0,66.67
Shubman Gill,TU Deshpande,16,1,145.45
Shubman Gill,Washington Sundar,14,0,155.56
Shubman Gill,YS Chahal,20,0,200
Shubman Gill,Yash Dayal,3,0,60
Shubman Gill,Yash Thakur,5,1,125
Sikandar Raza,Azmatullah Omarzai,1,0,33.33
Sikandar Raza,B Kumar,0,0,0
Sikandar Raza,JD Unadkat,8,1,114.29
Sikandar Raza,MM Sharma,0,1,0
Sikandar Raza,Nithish Kumar Reddy,9,0,225
Sikandar Raza,Noor Ahmad,11,0,122.22
Sikandar Raza,PJ Cummins,2,0,50
Sikandar Raza,Shahbaz Ahmed,8,0,200
Sikandar Raza,T Natarajan,1,0,100
